Country,Indicator,Region,Subregion,Year,Percentage
Paraguay,Firearms rate,Americas,South America,2014,5.3
Peru,Firearms rate,Americas,South America,2014,4.1
Uruguay,Firearms rate,Americas,South America,2014,4.8
Brazil,Other Mechanism rate,Americas,South America,2014,2.6
Chile,Other Mechanism rate,Americas,South America,2014,0.3
Colombia,Other Mechanism rate,Americas,South America,2014,1.4
Ecuador,Other Mechanism rate,Americas,South America,2014,1.3
Paraguay,Other Mechanism rate,Americas,South America,2014,0.6
Peru,Other Mechanism rate,Americas,South America,2014,1.3
Uruguay,Other Mechanism rate,Americas,South America,2014,1
Brazil,Sharp Objects rate,Americas,South America,2014,4.3
Chile,Sharp Objects rate,Americas,South America,2014,1.5
Colombia,Sharp Objects rate,Americas,South America,2014,5.9
Ecuador,Sharp Objects rate,Americas,South America,2014,2.6
Paraguay,Sharp Objects rate,Americas,South America,2014,2.8
Peru,Sharp Objects rate,Americas,South America,2014,0.9
Uruguay,Sharp Objects rate,Americas,South America,2014,1.8
Brazil,Unknown Mechanism rate,Americas,South America,2014,1.1
Chile,Unknown Mechanism rate,Americas,South America,2014,0.1
Colombia,Unknown Mechanism rate,Americas,South America,2014,0
Ecuador,Unknown Mechanism rate,Americas,South America,2014,0
Paraguay,Unknown Mechanism rate,Americas,South America,2014,0
Peru,Unknown Mechanism rate,Americas,South America,2014,0.4
Uruguay,Unknown Mechanism rate,Americas,South America,2014,0.3
Barbados,Firearms rate,Americas,Caribbean,2015,6.7
Cuba,Firearms rate,Americas,Caribbean,2015,0.2
Grenada,Firearms rate,Americas,Caribbean,2015,0
Jamaica,Firearms rate,Americas,Caribbean,2015,33.9
Puerto Rico,Firearms rate,Americas,Caribbean,2015,15.4
Trinidad and Tobago,Firearms rate,Americas,Caribbean,2015,25
Barbados,Other Mechanism rate,Americas,Caribbean,2015,1.8
Cuba,Other Mechanism rate,Americas,Caribbean,2015,1.1
Grenada,Other Mechanism rate,Americas,Caribbean,2015,1.9
Jamaica,Other Mechanism rate,Americas,Caribbean,2015,2.3
Puerto Rico,Other Mechanism rate,Americas,Caribbean,2015,0.2
Trinidad and Tobago,Other Mechanism rate,Americas,Caribbean,2015,1.8
Barbados,Sharp Objects rate,Americas,Caribbean,2015,2.5
Cuba,Sharp Objects rate,Americas,Caribbean,2015,4
Grenada,Sharp Objects rate,Americas,Caribbean,2015,3.7
Jamaica,Sharp Objects rate,Americas,Caribbean,2015,5.7
Puerto Rico,Sharp Objects rate,Americas,Caribbean,2015,0.4
Trinidad and Tobago,Sharp Objects rate,Americas,Caribbean,2015,3.3
Barbados,Unknown Mechanism rate,Americas,Caribbean,2015,0
Cuba,Unknown Mechanism rate,Americas,Caribbean,2015,0.1
Grenada,Unknown Mechanism rate,Americas,Caribbean,2015,0
Jamaica,Unknown Mechanism rate,Americas,Caribbean,2015,0.1
Puerto Rico,Unknown Mechanism rate,Americas,Caribbean,2015,0.7
Trinidad and Tobago,Unknown Mechanism rate,Americas,Caribbean,2015,0.7
Belize,Firearms rate,Americas,Central America,2015,19.8
El Salvador,Firearms rate,Americas,Central America,2015,87.7
Honduras,Firearms rate,Americas,Central America,2015,41.7
Mexico,Firearms rate,Americas,Central America,2015,10.3
Nicaragua,Firearms rate,Americas,Central America,2015,3.7
Panama,Firearms rate,Americas,Central America,2015,7.8
Belize,Other Mechanism rate,Americas,Central America,2015,0.3
El Salvador,Other Mechanism rate,Americas,Central America,2015,5.8
Honduras,Other Mechanism rate,Americas,Central America,2015,6
Mexico,Other Mechanism rate,Americas,Central America,2015,1.8
Nicaragua,Other Mechanism rate,Americas,Central America,2015,1.2
Panama,Other Mechanism rate,Americas,Central America,2015,0.7
Belize,Sharp Objects rate,Americas,Central America,2015,10.6
El Salvador,Sharp Objects rate,Americas,Central America,2015,10.7
Honduras,Sharp Objects rate,Americas,Central America,2015,8.9
Mexico,Sharp Objects rate,Americas,Central America,2015,2.4
Nicaragua,Sharp Objects rate,Americas,Central America,2015,3.7
Panama,Sharp Objects rate,Americas,Central America,2015,2.1
Belize,Unknown Mechanism rate,Americas,Central America,2015,2.5
El Salvador,Unknown Mechanism rate,Americas,Central America,2015,1.2
Honduras,Unknown Mechanism rate,Americas,Central America,2015,0.9
Mexico,Unknown Mechanism rate,Americas,Central America,2015,2
Panama,Unknown Mechanism rate,Americas,Central America,2015,0.7
Bermuda,Firearms rate,Americas,Northern America,2015,1.6
Canada,Firearms rate,Americas,Northern America,2015,0.5
United States of America,Firearms rate,Americas,Northern America,2015,3.1
Bermuda,Other Mechanism rate,Americas,Northern America,2015,0
Canada,Other Mechanism rate,Americas,Northern America,2015,0.5
United States of America,Other Mechanism rate,Americas,Northern America,2015,0.5
Bermuda,Sharp Objects rate,Americas,Northern America,2015,4.8
Canada,Sharp Objects rate,Americas,Northern America,2015,0.6
United States of America,Sharp Objects rate,Americas,Northern America,2015,0.5
Bermuda,Unknown Mechanism rate,Americas,Northern America,2015,0
Canada,Unknown Mechanism rate,Americas,Northern America,2015,0.1
United States of America,Unknown Mechanism rate,Americas,Northern America,2015,0.9
Argentina,Firearms rate,Americas,South America,2015,3.7
Brazil,Firearms rate,Americas,South America,2015,20.4
Chile,Firearms rate,Americas,South America,2015,1.4
Colombia,Firearms rate,Americas,South America,2015,19.2
Ecuador,Firearms rate,Americas,South America,2015,3.4
Guyana,Firearms rate,Americas,South America,2015,5.6
Paraguay,Firearms rate,Americas,South America,2015,6
Peru,Firearms rate,Americas,South America,2015,3.3
Uruguay,Firearms rate,Americas,South America,2015,5.8
Argentina,Other Mechanism rate,Americas,South America,2015,0.6
Brazil,Other Mechanism rate,Americas,South America,2015,2.6
Chile,Other Mechanism rate,Americas,South America,2015,0.3
Colombia,Other Mechanism rate,Americas,South America,2015,1.4
Ecuador,Other Mechanism rate,Americas,South America,2015,1.3
Guyana,Other Mechanism rate,Americas,South America,2015,2.6
Paraguay,Other Mechanism rate,Americas,South America,2015,0.4
Peru,Other Mechanism rate,Americas,South America,2015,1.7
Uruguay,Other Mechanism rate,Americas,South America,2015,1.2
Argentina,Sharp Objects rate,Americas,South America,2015,1.6
Brazil,Sharp Objects rate,Americas,South America,2015,4.3
Chile,Sharp Objects rate,Americas,South America,2015,1.1
Colombia,Sharp Objects rate,Americas,South America,2015,5.9
Ecuador,Sharp Objects rate,Americas,South America,2015,1.8
Guyana,Sharp Objects rate,Americas,South America,2015,6.7
Paraguay,Sharp Objects rate,Americas,South America,2015,2.9
Peru,Sharp Objects rate,Americas,South America,2015,0.8
Uruguay,Sharp Objects rate,Americas,South America,2015,1.5
Argentina,Unknown Mechanism rate,Americas,South America,2015,0.5
Brazil,Unknown Mechanism rate,Americas,South America,2015,1.1
Chile,Unknown Mechanism rate,Americas,South America,2015,0.2
Colombia,Unknown Mechanism rate,Americas,South America,2015,0
Ecuador,Unknown Mechanism rate,Americas,South America,2015,0
Guyana,Unknown Mechanism rate,Americas,South America,2015,4.5
Paraguay,Unknown Mechanism rate,Americas,South America,2015,0
Peru,Unknown Mechanism rate,Americas,South America,2015,1.3
Uruguay,Unknown Mechanism rate,Americas,South America,2015,0.1
Dominican Republic,Firearms rate,Americas,Caribbean,2016,9.2
Grenada,Firearms rate,Americas,Caribbean,2016,1
Jamaica,Firearms rate,Americas,Caribbean,2016,38.2
Saint Vincent and the Grenadines,Firearms rate,Americas,Caribbean,2016,26.4
Dominican Republic,Other Mechanism rate,Americas,Caribbean,2016,1.7
Grenada,Other Mechanism rate,Americas,Caribbean,2016,0
Jamaica,Other Mechanism rate,Americas,Caribbean,2016,3
Dominican Republic,Sharp Objects rate,Americas,Caribbean,2016,4.2
Grenada,Sharp Objects rate,Americas,Caribbean,2016,4.1
Jamaica,Sharp Objects rate,Americas,Caribbean,2016,5.5
Saint Vincent and the Grenadines,Sharp Objects rate,Americas,Caribbean,2016,4.6
Dominican Republic,Unknown Mechanism rate,Americas,Caribbean,2016,0.1
Grenada,Unknown Mechanism rate,Americas,Caribbean,2016,5.1
Jamaica,Unknown Mechanism rate,Americas,Caribbean,2016,0.3
Saint Vincent and the Grenadines,Unknown Mechanism rate,Americas,Caribbean,2016,0.9
Belize,Firearms rate,Americas,Central America,2016,22.3
El Salvador,Firearms rate,Americas,Central America,2016,66.6
Honduras,Firearms rate,Americas,Central America,2016,43.5
Mexico,Firearms rate,Americas,Central America,2016,12.5
Panama,Firearms rate,Americas,Central America,2016,6.8
Belize,Other Mechanism rate,Americas,Central America,2016,1.6
El Salvador,Other Mechanism rate,Americas,Central America,2016,7
Honduras,Other Mechanism rate,Americas,Central America,2016,3.4
Mexico,Other Mechanism rate,Americas,Central America,2016,2
Panama,Other Mechanism rate,Americas,Central America,2016,0.6
Belize,Sharp Objects rate,Americas,Central America,2016,12.3
El Salvador,Sharp Objects rate,Americas,Central America,2016,9.2
Honduras,Sharp Objects rate,Americas,Central America,2016,8.5
Mexico,Sharp Objects rate,Americas,Central America,2016,2.7
Panama,Sharp Objects rate,Americas,Central America,2016,1.6
Belize,Unknown Mechanism rate,Americas,Central America,2016,1.4
El Salvador,Unknown Mechanism rate,Americas,Central America,2016,0
Honduras,Unknown Mechanism rate,Americas,Central America,2016,1.1
Mexico,Unknown Mechanism rate,Americas,Central America,2016,2.1
Panama,Unknown Mechanism rate,Americas,Central America,2016,0.7
Bermuda,Firearms rate,Americas,Northern America,2016,8.1
Canada,Firearms rate,Americas,Northern America,2016,0.6
United States of America,Firearms rate,Americas,Northern America,2016,3.4
Bermuda,Other Mechanism rate,Americas,Northern America,2016,3.2
Canada,Other Mechanism rate,Americas,Northern America,2016,0.4
United States of America,Other Mechanism rate,Americas,Northern America,2016,0.5
Bermuda,Sharp Objects rate,Americas,Northern America,2016,0
Canada,Sharp Objects rate,Americas,Northern America,2016,0.6
United States of America,Sharp Objects rate,Americas,Northern America,2016,0.5
Bermuda,Unknown Mechanism rate,Americas,Northern America,2016,1.6
Canada,Unknown Mechanism rate,Americas,Northern America,2016,0.1
United States of America,Unknown Mechanism rate,Americas,Northern America,2016,1
Chile,Firearms rate,Americas,South America,2016,1.5
Colombia,Firearms rate,Americas,South America,2016,18.2
Ecuador,Firearms rate,Americas,South America,2016,2.7
Guyana,Firearms rate,Americas,South America,2016,4.7
Peru,Firearms rate,Americas,South America,2016,3.2
Uruguay,Firearms rate,Americas,South America,2016,4.7
Chile,Other Mechanism rate,Americas,South America,2016,0.2
Colombia,Other Mechanism rate,Americas,South America,2016,1.2
Ecuador,Other Mechanism rate,Americas,South America,2016,1.1
Guyana,Other Mechanism rate,Americas,South America,2016,3.8
Uruguay,Other Mechanism rate,Americas,South America,2016,1.2
Chile,Sharp Objects rate,Americas,South America,2016,1.6
Colombia,Sharp Objects rate,Americas,South America,2016,6.2
Ecuador,Sharp Objects rate,Americas,South America,2016,2
Guyana,Sharp Objects rate,Americas,South America,2016,7.6
Peru,Sharp Objects rate,Americas,South America,2016,0.9
Uruguay,Sharp Objects rate,Americas,South America,2016,1.7
Chile,Unknown Mechanism rate,Americas,South America,2016,0.1
Colombia,Unknown Mechanism rate,Americas,South America,2016,0
Ecuador,Unknown Mechanism rate,Americas,South America,2016,0
Guyana,Unknown Mechanism rate,Americas,South America,2016,2.3
Peru,Unknown Mechanism rate,Americas,South America,2016,2.1
Uruguay,Unknown Mechanism rate,Americas,South America,2016,0.1
Mexico,Firearms rate,Americas,Central America,2017,16.5
Mexico,Other Mechanism rate,Americas,Central America,2017,2.3
Mexico,Sharp Objects rate,Americas,Central America,2017,3
Mexico,Unknown Mechanism rate,Americas,Central America,2017,2.3
Argentina,Firearms rate,Americas,South America,2017,2.8
Argentina,Other Mechanism rate,Americas,South America,2017,0.8
Argentina,Sharp Objects rate,Americas,South America,2017,1.3
Argentina,Unknown Mechanism rate,Americas,South America,2017,0.3
"China, Hong Kong Special Administrative Region",Firearms rate,Asia,Eastern Asia,2006,0
Japan,Firearms rate,Asia,Eastern Asia,2006,0
"China, Hong Kong Special Administrative Region",Other Mechanism rate,Asia,Eastern Asia,2006,0.3
Japan,Other Mechanism rate,Asia,Eastern Asia,2006,0.3
"China, Hong Kong Special Administrative Region",Sharp Objects rate,Asia,Eastern Asia,2006,0.2
Japan,Sharp Objects rate,Asia,Eastern Asia,2006,0.1
"China, Hong Kong Special Administrative Region",Unknown Mechanism rate,Asia,Eastern Asia,2006,0
Japan,Unknown Mechanism rate,Asia,Eastern Asia,2006,0
India,Firearms rate,Asia,Southern Asia,2006,0.5
Armenia,Firearms rate,Asia,Western Asia,2006,0.5
Cyprus,Firearms rate,Asia,Western Asia,2006,0.6
Qatar,Firearms rate,Asia,Western Asia,2006,0
Armenia,Other Mechanism rate,Asia,Western Asia,2006,1.4
Cyprus,Other Mechanism rate,Asia,Western Asia,2006,0.4
Qatar,Other Mechanism rate,Asia,Western Asia,2006,0.2
Armenia,Sharp Objects rate,Asia,Western Asia,2006,0.7
Cyprus,Sharp Objects rate,Asia,Western Asia,2006,0.4
Qatar,Sharp Objects rate,Asia,Western Asia,2006,0.1
Armenia,Unknown Mechanism rate,Asia,Western Asia,2006,0
Cyprus,Unknown Mechanism rate,Asia,Western Asia,2006,0
Qatar,Unknown Mechanism rate,Asia,Western Asia,2006,0.2
"China, Hong Kong Special Administrative Region",Firearms rate,Asia,Eastern Asia,2007,0
Japan,Firearms rate,Asia,Eastern Asia,2007,0
Mongolia,Firearms rate,Asia,Eastern Asia,2007,1.2
"China, Hong Kong Special Administrative Region",Other Mechanism rate,Asia,Eastern Asia,2007,0.2
Japan,Other Mechanism rate,Asia,Eastern Asia,2007,0.3
Mongolia,Other Mechanism rate,Asia,Eastern Asia,2007,1.1
"China, Hong Kong Special Administrative Region",Sharp Objects rate,Asia,Eastern Asia,2007,0
Japan,Sharp Objects rate,Asia,Eastern Asia,2007,0.2
Mongolia,Sharp Objects rate,Asia,Eastern Asia,2007,9
"China, Hong Kong Special Administrative Region",Unknown Mechanism rate,Asia,Eastern Asia,2007,0
Japan,Unknown Mechanism rate,Asia,Eastern Asia,2007,0
Mongolia,Unknown Mechanism rate,Asia,Eastern Asia,2007,0
India,Firearms rate,Asia,Southern Asia,2007,0.4
Armenia,Firearms rate,Asia,Western Asia,2007,0.8
Cyprus,Firearms rate,Asia,Western Asia,2007,0.3
Qatar,Firearms rate,Asia,Western Asia,2007,0.2
Armenia,Other Mechanism rate,Asia,Western Asia,2007,1.1
Cyprus,Other Mechanism rate,Asia,Western Asia,2007,0.4
Qatar,Other Mechanism rate,Asia,Western Asia,2007,0
Armenia,Sharp Objects rate,Asia,Western Asia,2007,0.8
Cyprus,Sharp Objects rate,Asia,Western Asia,2007,0.4
Qatar,Sharp Objects rate,Asia,Western Asia,2007,0.3
Armenia,Unknown Mechanism rate,Asia,Western Asia,2007,0
Cyprus,Unknown Mechanism rate,Asia,Western Asia,2007,0
Qatar,Unknown Mechanism rate,Asia,Western Asia,2007,0.3
"China, Hong Kong Special Administrative Region",Firearms rate,Asia,Eastern Asia,2008,0
Japan,Firearms rate,Asia,Eastern Asia,2008,0
Mongolia,Firearms rate,Asia,Eastern Asia,2008,1.1
"China, Hong Kong Special Administrative Region",Other Mechanism rate,Asia,Eastern Asia,2008,0.4
Japan,Other Mechanism rate,Asia,Eastern Asia,2008,0.3
Mongolia,Other Mechanism rate,Asia,Eastern Asia,2008,1
"China, Hong Kong Special Administrative Region",Sharp Objects rate,Asia,Eastern Asia,2008,0.1
Japan,Sharp Objects rate,Asia,Eastern Asia,2008,0.2
Mongolia,Sharp Objects rate,Asia,Eastern Asia,2008,5.9
"China, Hong Kong Special Administrative Region",Unknown Mechanism rate,Asia,Eastern Asia,2008,0
Japan,Unknown Mechanism rate,Asia,Eastern Asia,2008,0
Mongolia,Unknown Mechanism rate,Asia,Eastern Asia,2008,0
India,Firearms rate,Asia,Southern Asia,2008,0.3
Sri Lanka,Firearms rate,Asia,Southern Asia,2008,4.6
Sri Lanka,Other Mechanism rate,Asia,Southern Asia,2008,3.2
Sri Lanka,Sharp Objects rate,Asia,Southern Asia,2008,2.1
Sri Lanka,Unknown Mechanism rate,Asia,Southern Asia,2008,0.2
Armenia,Firearms rate,Asia,Western Asia,2008,0.7
Cyprus,Firearms rate,Asia,Western Asia,2008,0.5
Israel,Firearms rate,Asia,Western Asia,2008,0.8
Qatar,Firearms rate,Asia,Western Asia,2008,0
Armenia,Other Mechanism rate,Asia,Western Asia,2008,1.6
Cyprus,Other Mechanism rate,Asia,Western Asia,2008,0.2
Israel,Other Mechanism rate,Asia,Western Asia,2008,0.3
Qatar,Other Mechanism rate,Asia,Western Asia,2008,0
Armenia,Sharp Objects rate,Asia,Western Asia,2008,1
Cyprus,Sharp Objects rate,Asia,Western Asia,2008,0.2
Israel,Sharp Objects rate,Asia,Western Asia,2008,0.4
Qatar,Sharp Objects rate,Asia,Western Asia,2008,0.6
Armenia,Unknown Mechanism rate,Asia,Western Asia,2008,0
Cyprus,Unknown Mechanism rate,Asia,Western Asia,2008,0
Israel,Unknown Mechanism rate,Asia,Western Asia,2008,0.4
Qatar,Unknown Mechanism rate,Asia,Western Asia,2008,0.3
"China, Hong Kong Special Administrative Region",Firearms rate,Asia,Eastern Asia,2009,0
Japan,Firearms rate,Asia,Eastern Asia,2009,0
Mongolia,Firearms rate,Asia,Eastern Asia,2009,0.8
"China, Hong Kong Special Administrative Region",Other Mechanism rate,Asia,Eastern Asia,2009,0.4
Japan,Other Mechanism rate,Asia,Eastern Asia,2009,0.2
Mongolia,Other Mechanism rate,Asia,Eastern Asia,2009,0.6
"China, Hong Kong Special Administrative Region",Sharp Objects rate,Asia,Eastern Asia,2009,0.2
